name1,birth1,death1,total_pageviews1,name2,birth2,death2,total_pageviews2,prompt,similar_names1,similar_names2
Abigail Adams Eliot,1892,1992,1807,"Sir Humphrey de Trafford, 2nd Baronet",1808,1886,1773,"Tell me about the famous meeting between Abigail Adams Eliot and Sir Humphrey de Trafford, 2nd Baronet.","['Rachel Carson\n ', 'Elizabeth Cady Stanton', 'Margaret Sanger\n ', 'Susan B. Anthony\n 2']","['John Ramsden', 'Thomas Hesketh', 'Thomas de Trafford', 'Humphrey de Trafford', 'Edward Stanley', '14th Earl', 'William Palliser']"
"Henry II, Margrave of the Nordmark",1102,1128,1443,Ted Ray (golfer),1877,1943,44849,"Tell me about the famous meeting between Henry II, Margrave of the Nordmark and Ted Ray (golfer).","['Henry II', 'Otto I', 'Henry I', 'Albert', 'Giselbert']","['Gary Player', 'Jack Nicklaus', 'Sam', 'Ted Ray', 'Arnold Palmer', 'Ben Hogan', 'golfer']"
"Henry II, Margrave of the Nordmark",1102,1128,1443,Robert Dingley (Roundhead),1619,1660,532,"Tell me about the famous meeting between Henry II, Margrave of the Nordmark and Robert Dingley (Roundhead).","['Henry II', 'Otto I', 'Henry I', 'Albert', 'Giselbert']","['Robert Dingley', 'Oliver Cromwell', 'John Hampden', 'Henry Ireton', 'Thomas Fairfax', 'Edward Montagu']"
Ota Benga,1883,1916,403806,Robert Dingley (Roundhead),1619,1660,532,Tell me about the famous meeting between Ota Benga and Robert Dingley (Roundhead).,"['Alfred Kroeber', 'Gregory Bateson', 'Claude Lévi-Strauss', 'Margaret Mead\n']","['Robert Dingley', 'Oliver Cromwell', 'John Hampden', 'Henry Ireton', 'Thomas Fairfax', 'Edward Montagu']"
Winston H. Bostick,1916,1991,2462,Robert Dingley (Roundhead),1619,1660,532,Tell me about the famous meeting between Winston H. Bostick and Robert Dingley (Roundhead).,"['Marvin Minsky', 'Seymour Papert']","['Robert Dingley', 'Oliver Cromwell', 'John Hampden', 'Henry Ireton', 'Thomas Fairfax', 'Edward Montagu']"
"Carl Ludwig II, Prince of Hohenlohe-Langenburg",1829,1907,12305,Robert Dingley (Roundhead),1619,1660,532,"Tell me about the famous meeting between Carl Ludwig II, Prince of Hohenlohe-Langenburg and Robert Dingley (Roundhead).","['Gotha', 'Ernest Louis', 'Charles Edward', 'Carl Ludwig II', 'Frederick Augustus III']","['Robert Dingley', 'Oliver Cromwell', 'John Hampden', 'Henry Ireton', 'Thomas Fairfax', 'Edward Montagu']"
John von Neumann,1903,1957,817415,Robert Dingley (Roundhead),1619,1660,532,Tell me about the famous meeting between John von Neumann and Robert Dingley (Roundhead).,"['Kurt Godel', 'Donald Knuth', 'Stephen Wolfram']","['Robert Dingley', 'Oliver Cromwell', 'John Hampden', 'Henry Ireton', 'Thomas Fairfax', 'Edward Montagu']"
Herbert McClintock,1906,1985,817,Robert Dingley (Roundhead),1619,1660,532,Tell me about the famous meeting between Herbert McClintock and Robert Dingley (Roundhead).,"['Thomas Hunt Morgan', 'Erwin Baur', 'Wilhelm Johannsen\n']","['Robert Dingley', 'Oliver Cromwell', 'John Hampden', 'Henry Ireton', 'Thomas Fairfax', 'Edward Montagu']"
Walter MacMurrough Kavanagh,1856,1922,1118,Robert Dingley (Roundhead),1619,1660,532,Tell me about the famous meeting between Walter MacMurrough Kavanagh and Robert Dingley (Roundhead).,"['Samuel Beckett', 'James Joyce\n ', 'William Butler Yeats', 'Seamus Heaney']","['Robert Dingley', 'Oliver Cromwell', 'John Hampden', 'Henry Ireton', 'Thomas Fairfax', 'Edward Montagu']"
Hans Alexis von Biehler,1818,1886,1038,Robert Dingley (Roundhead),1619,1660,532,Tell me about the famous meeting between Hans Alexis von Biehler and Robert Dingley (Roundhead).,"['Elon Musk\n', 'Satya Nadella', 'Tim Cook', 'Jeff Bezos', 'Bill Gates']","['Robert Dingley', 'Oliver Cromwell', 'John Hampden', 'Henry Ireton', 'Thomas Fairfax', 'Edward Montagu']"
Raul Seixas,1945,1989,44587,"George Lockhart, Lord Carnwath",1630,1689,2276,"Tell me about the famous meeting between Raul Seixas and George Lockhart, Lord Carnwath.","['Mark Zuckerberg', 'Bill Gates', 'Jeff Bezos', 'Elon Musk\n']","['George Lockhart', 'Lady Hale', 'Neuberger']"
Isaac Burns Murphy,1861,1896,10997,"George Lockhart, Lord Carnwath",1630,1689,2276,"Tell me about the famous meeting between Isaac Burns Murphy and George Lockhart, Lord Carnwath.","['Edward D. Jones', 'John J. Raskob', 'Bernard M. Baruch\n', 'J.P. Morgan', 'Charles Dow\n']","['George Lockhart', 'Lady Hale', 'Neuberger']"
John Livingstone Nevius,1829,1893,4304,"George Lockhart, Lord Carnwath",1630,1689,2276,"Tell me about the famous meeting between John Livingstone Nevius and George Lockhart, Lord Carnwath.","['William Booth', 'Dwight L. Moody', 'Fanny Crosby']","['George Lockhart', 'Lady Hale', 'Neuberger']"
Jean Jacques Nicolas Huot,1790,1845,548,"George Lockhart, Lord Carnwath",1630,1689,2276,"Tell me about the famous meeting between Jean Jacques Nicolas Huot and George Lockhart, Lord Carnwath.","['Brian Cox', 'Neil']","['George Lockhart', 'Lady Hale', 'Neuberger']"
Margaret Thatcher,1925,2013,10557530,"George Lockhart, Lord Carnwath",1630,1689,2276,"Tell me about the famous meeting between Margaret Thatcher and George Lockhart, Lord Carnwath.","['Mikhail Gorbachev', 'Helmut Kohl', 'George H.W. Bush', 'Ronald Reagan', 'Elizabeth II']","['George Lockhart', 'Lady Hale', 'Neuberger']"
Jerry Kelly (basketball),1918,1996,924,"George Lockhart, Lord Carnwath",1630,1689,2276,"Tell me about the famous meeting between Jerry Kelly (basketball) and George Lockhart, Lord Carnwath.","['Kobe Bryant', ""Shaquille O'Neal"", 'Michael Jordan', 'Stephen Curry', 'LeBron James']","['George Lockhart', 'Lady Hale', 'Neuberger']"
Esther Popel,1896,1958,2753,"George Lockhart, Lord Carnwath",1630,1689,2276,"Tell me about the famous meeting between Esther Popel and George Lockhart, Lord Carnwath.","['TED Talks', 'Simon Sinek', 'Susan Cain', 'Malcolm Gladwell', 'Angela Duckworth', 'Brené Brown']","['George Lockhart', 'Lady Hale', 'Neuberger']"
JuliÃ¡n Bourdeu,1870,1932,1,"George Lockhart, Lord Carnwath",1630,1689,2276,"Tell me about the famous meeting between JuliÃ¡n Bourdeu and George Lockhart, Lord Carnwath.","['Jacques Derrida', 'Judith Butler', 'Julia Kristeva', 'Michel Foucault', 'Pierre Bourdieu']","['George Lockhart', 'Lady Hale', 'Neuberger']"
Amy Hulmes,1887,2001,761,"George Lockhart, Lord Carnwath",1630,1689,2276,"Tell me about the famous meeting between Amy Hulmes and George Lockhart, Lord Carnwath.","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']","['George Lockhart', 'Lady Hale', 'Neuberger']"
JÃ³zef Gazy,1910,1998,1,"George Lockhart, Lord Carnwath",1630,1689,2276,"Tell me about the famous meeting between JÃ³zef Gazy and George Lockhart, Lord Carnwath.","['Marvin Minsky', 'Seymour Papert', 'Roger Schank']","['George Lockhart', 'Lady Hale', 'Neuberger']"
Pier Angelo Manzolli,1500,1543,2667,"George Lockhart, Lord Carnwath",1630,1689,2276,"Tell me about the famous meeting between Pier Angelo Manzolli and George Lockhart, Lord Carnwath.","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']","['George Lockhart', 'Lady Hale', 'Neuberger']"
Adolf Lichtenstein,1884,1950,396,"George Lockhart, Lord Carnwath",1630,1689,2276,"Tell me about the famous meeting between Adolf Lichtenstein and George Lockhart, Lord Carnwath.","['Melanie Klein', 'Alfred Adler', 'Otto Rank']","['George Lockhart', 'Lady Hale', 'Neuberger']"
Ivan Pavlov,1849,1936,370210,"George Lockhart, Lord Carnwath",1630,1689,2276,"Tell me about the famous meeting between Ivan Pavlov and George Lockhart, Lord Carnwath.","['Noam Chomsky', 'B.F. Skinner']","['George Lockhart', 'Lady Hale', 'Neuberger']"
Ted Ray (golfer),1877,1943,44849,Antonino da Patti,1539,1618,701,Tell me about the famous meeting between Ted Ray (golfer) and Antonino da Patti.,"['Gary Player', 'Jack Nicklaus', 'Sam', 'Ted Ray', 'Arnold Palmer', 'Ben Hogan', 'golfer']","['Mark Zuckerberg', 'Elon Musk\n', 'Richard Branson', 'Jeff Bezos', 'Bill Gates']"
Albert Einstein,1879,1955,6573484,Antonino da Patti,1539,1618,701,Tell me about the famous meeting between Albert Einstein and Antonino da Patti.,"['Richard Feynman\n ', 'Werner Heisenberg\n ']","['Mark Zuckerberg', 'Elon Musk\n', 'Richard Branson', 'Jeff Bezos', 'Bill Gates']"
Gianni Versace,1946,1997,1919323,Byron Storm,1851,1933,1006,Tell me about the famous meeting between Gianni Versace and Byron Storm.,"['Roberto Cavalli', 'Giorgio Armani']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Tim Cook', 'Jeff Bezos']"
Tupac Shakur,1971,1996,6137134,Byron Storm,1851,1933,1006,Tell me about the famous meeting between Tupac Shakur and Byron Storm.,['Dre\n '],"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Tim Cook', 'Jeff Bezos']"
Kristian Fredrikson,1940,2005,1184,Byron Storm,1851,1933,1006,Tell me about the famous meeting between Kristian Fredrikson and Byron Storm.,"['Bill Verplank', 'Terry Winograd', 'David Kelley', 'Tim Brown', 'Larry Leifer']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Tim Cook', 'Jeff Bezos']"
Babe Ruth,1895,1948,2081597,Samueli Naulu,1982,2013,817,Tell me about the famous meeting between Babe Ruth and Samueli Naulu.,"['Joe DiMaggio', 'Hank Aaron', 'Willie Mays', 'Lou Gehrig', 'Mickey Mantle']","['Mark Zuckerberg', 'Elon Musk\n', 'Tim Cook', 'Jeff Bezos', 'Bill Gates']"
Friedrich Nietzsche,1844,1900,2271518,Samueli Naulu,1982,2013,817,Tell me about the famous meeting between Friedrich Nietzsche and Samueli Naulu.,"['Arthur Schopenhauer', 'Martin Heidegger', 'Wilhelm Friedrich Hegel', 'Immanuel Kant', 'Søren Kierkegaard\n']","['Mark Zuckerberg', 'Elon Musk\n', 'Tim Cook', 'Jeff Bezos', 'Bill Gates']"
Josephine Haswell Miller,1890,1975,957,Samueli Naulu,1982,2013,817,Tell me about the famous meeting between Josephine Haswell Miller and Samueli Naulu.,"['Lillian Wald', 'Florence Nightingale', 'Mary Breckinridge', 'Clara Barton', 'Margaret Sanger']","['Mark Zuckerberg', 'Elon Musk\n', 'Tim Cook', 'Jeff Bezos', 'Bill Gates']"
Francis Chichester,1901,1972,56261,Samueli Naulu,1982,2013,817,Tell me about the famous meeting between Francis Chichester and Samueli Naulu.,"['Reinhold Messner', 'Robert Swan', 'Ben Saunders', 'Ranulph Fiennes', 'Edmund Hillary']","['Mark Zuckerberg', 'Elon Musk\n', 'Tim Cook', 'Jeff Bezos', 'Bill Gates']"
Coco Chanel,1883,1971,1441096,Samueli Naulu,1982,2013,817,Tell me about the famous meeting between Coco Chanel and Samueli Naulu.,"['Yves Saint Laurent', 'Pierre Balmain', 'Marc Jacobs']","['Mark Zuckerberg', 'Elon Musk\n', 'Tim Cook', 'Jeff Bezos', 'Bill Gates']"
Margareta CederschiÃ¶ld,1879,1962,1,Samueli Naulu,1982,2013,817,Tell me about the famous meeting between Margareta CederschiÃ¶ld and Samueli Naulu.,"['Gloria Steinem', 'Angela Davis', 'Chimamanda Ngozi Adichie', 'Malala Yousafzai', 'Oprah Winfrey']","['Mark Zuckerberg', 'Elon Musk\n', 'Tim Cook', 'Jeff Bezos', 'Bill Gates']"
Zine El Abidine Ben Ali,1936,2019,149444,William Milligan,1821,1892,2866,Tell me about the famous meeting between Zine El Abidine Ben Ali and William Milligan.,"['Ben Ali', 'Ali Abdullah Saleh', 'Zine El', 'Bashar al-Assad', 'Hosni Mubarak', 'Muammar Gaddafi', 'Saddam Hussein']","['Robert Lucas', 'Thomas Sargent']"
Glenn Switkes,1951,2009,698,William Milligan,1821,1892,2866,Tell me about the famous meeting between Glenn Switkes and William Milligan.,"['Judith Curry', 'Michael Mann', 'James Hansen', 'Richard Lindzen', 'Roger Pielke Jr.']","['Robert Lucas', 'Thomas Sargent']"
Victor Pasmore,1908,1998,11398,William Milligan,1821,1892,2866,Tell me about the famous meeting between Victor Pasmore and William Milligan.,"['Peter Blake', 'Bridget Riley', 'David Hockney', 'Richard Hamilton', 'Eduardo Paolozzi']","['Robert Lucas', 'Thomas Sargent']"
Jean Piaget,1896,1980,470534,William Milligan,1821,1892,2866,Tell me about the famous meeting between Jean Piaget and William Milligan.,"['Carl Jung\n ', 'Noam Chomsky', 'Albert Bandura', 'Sigmund Freud\n ', 'B.F. Skinner\n ']","['Robert Lucas', 'Thomas Sargent']"
Francesco Sforza (cardinal),1562,1624,1721,William Milligan,1821,1892,2866,Tell me about the famous meeting between Francesco Sforza (cardinal) and William Milligan.,"['Alessandro Farnese', 'Francesco Sforza', ""Giovanni de'"", 'Federico Borromeo', 'Julius II\n', 'Medici']","['Robert Lucas', 'Thomas Sargent']"
Edgar Gorgas,1928,2019,488,William Milligan,1821,1892,2866,Tell me about the famous meeting between Edgar Gorgas and William Milligan.,"['Mark Zuckerberg', 'Bill Gates', 'Jeff Bezos', 'Elon Musk\n']","['Robert Lucas', 'Thomas Sargent']"
Milton M. Klein,1917,2004,1247,William Milligan,1821,1892,2866,Tell me about the famous meeting between Milton M. Klein and William Milligan.,"['Alan Greenspan', 'Janet Yellen', 'Jerome Powell', 'Ben Bernanke\n', 'Paul Volcker']","['Robert Lucas', 'Thomas Sargent']"
Hal Vaughan,1928,2013,4165,William Milligan,1821,1892,2866,Tell me about the famous meeting between Hal Vaughan and William Milligan.,"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']","['Robert Lucas', 'Thomas Sargent']"
Zine El Abidine Ben Ali,1936,2019,149444,Thomas Moy,1823,1910,2680,Tell me about the famous meeting between Zine El Abidine Ben Ali and Thomas Moy.,"['Ben Ali', 'Ali Abdullah Saleh', 'Zine El', 'Bashar al-Assad', 'Hosni Mubarak', 'Muammar Gaddafi', 'Saddam Hussein']","['Mark Zuckerberg', 'Satya Nadella', 'Tim Cook', 'Sundar Pichai', 'Jeff Bezos']"
Johannes Rhenanus,1528,1589,625,Thomas Moy,1823,1910,2680,Tell me about the famous meeting between Johannes Rhenanus and Thomas Moy.,"['Galen', 'Hippocrates', 'Maimonides', 'Avicenna', 'Averroes']","['Mark Zuckerberg', 'Satya Nadella', 'Tim Cook', 'Sundar Pichai', 'Jeff Bezos']"
Alan Turing,1912,1954,3559477,Thomas Moy,1823,1910,2680,Tell me about the famous meeting between Alan Turing and Thomas Moy.,"['Marvin Minsky', 'Charles Babbage', 'John McCarthy', 'Stephen Wolfram']","['Mark Zuckerberg', 'Satya Nadella', 'Tim Cook', 'Sundar Pichai', 'Jeff Bezos']"
Zine El Abidine Ben Ali,1936,2019,149444,Aleksei Musin-Pushkin,1744,1817,2520,Tell me about the famous meeting between Zine El Abidine Ben Ali and Aleksei Musin-Pushkin.,"['Ben Ali', 'Ali Abdullah Saleh', 'Zine El', 'Bashar al-Assad', 'Hosni Mubarak', 'Muammar Gaddafi', 'Saddam Hussein']","['Vladimir Zworykin', 'Igor Tamm', 'Vladimir Fock', 'Sergei Vavilov']"
Alauddin Husain Shah,1494,1519,19321,Aleksei Musin-Pushkin,1744,1817,2520,Tell me about the famous meeting between Alauddin Husain Shah and Aleksei Musin-Pushkin.,"['Fazle Hasan Abed', 'Muhammad Yunus', 'A. K. Azad', 'Muhammad Shahidullah', 'Hossain Zillur Rahman']","['Vladimir Zworykin', 'Igor Tamm', 'Vladimir Fock', 'Sergei Vavilov']"
Thomas Richard Mayberry,1854,1934,396,Aleksei Musin-Pushkin,1744,1817,2520,Tell me about the famous meeting between Thomas Richard Mayberry and Aleksei Musin-Pushkin.,"['Mark Zuckerberg', 'Bill Gates', 'Jeff Bezos', 'Elon Musk\n']","['Vladimir Zworykin', 'Igor Tamm', 'Vladimir Fock', 'Sergei Vavilov']"
Barbara McClintock,1902,1992,125935,Aleksei Musin-Pushkin,1744,1817,2520,Tell me about the famous meeting between Barbara McClintock and Aleksei Musin-Pushkin.,"['Jonas Salk', 'Francis Crick', 'James Watson']","['Vladimir Zworykin', 'Igor Tamm', 'Vladimir Fock', 'Sergei Vavilov']"
Louis Hamman,1877,1946,1833,Aleksei Musin-Pushkin,1744,1817,2520,Tell me about the famous meeting between Louis Hamman and Aleksei Musin-Pushkin.,"['Richard Thaler', 'Alan Greenspan', 'Martin Shkreli', 'David Koch', 'James Martin']","['Vladimir Zworykin', 'Igor Tamm', 'Vladimir Fock', 'Sergei Vavilov']"
Stanley Kubrick,1928,1999,2492016,Aleksei Musin-Pushkin,1744,1817,2520,Tell me about the famous meeting between Stanley Kubrick and Aleksei Musin-Pushkin.,"['Martin Scorsese', 'George Lucas', 'Christopher Nolan', 'Steven Spielberg', 'Francis Ford Coppola']","['Vladimir Zworykin', 'Igor Tamm', 'Vladimir Fock', 'Sergei Vavilov']"
Hamilton Fyfe,1869,1951,2205,Aleksei Musin-Pushkin,1744,1817,2520,Tell me about the famous meeting between Hamilton Fyfe and Aleksei Musin-Pushkin.,"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']","['Vladimir Zworykin', 'Igor Tamm', 'Vladimir Fock', 'Sergei Vavilov']"
Adolf Lichtenstein,1884,1950,396,Aleksei Musin-Pushkin,1744,1817,2520,Tell me about the famous meeting between Adolf Lichtenstein and Aleksei Musin-Pushkin.,"['Melanie Klein', 'Alfred Adler', 'Otto Rank']","['Vladimir Zworykin', 'Igor Tamm', 'Vladimir Fock', 'Sergei Vavilov']"
Nicolas de la Salle,1655,1710,726,Xiao Yishan,1902,1978,1077,Tell me about the famous meeting between Nicolas de la Salle and Xiao Yishan.,"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Jeff Bezos', 'Bill Gates']","['Yu Liang', 'Wang Jianlin', 'Jack Ma', 'Pony Ma', 'Li Ka-shing']"
Johannes Rhenanus,1528,1589,625,Xiao Yishan,1902,1978,1077,Tell me about the famous meeting between Johannes Rhenanus and Xiao Yishan.,"['Galen', 'Hippocrates', 'Maimonides', 'Avicenna', 'Averroes']","['Yu Liang', 'Wang Jianlin', 'Jack Ma', 'Pony Ma', 'Li Ka-shing']"
Nicolas de la Salle,1655,1710,726,Conrad Burns,1935,2016,29844,Tell me about the famous meeting between Nicolas de la Salle and Conrad Burns.,"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Jeff Bezos', 'Bill Gates']","['Sumner Redstone', 'Barry Diller', 'John Malone', 'Ted Turner', 'Rupert Murdoch']"
Friedrich Nietzsche,1844,1900,2271518,Conrad Burns,1935,2016,29844,Tell me about the famous meeting between Friedrich Nietzsche and Conrad Burns.,"['Arthur Schopenhauer', 'Martin Heidegger', 'Wilhelm Friedrich Hegel', 'Immanuel Kant', 'Søren Kierkegaard\n']","['Sumner Redstone', 'Barry Diller', 'John Malone', 'Ted Turner', 'Rupert Murdoch']"
Isaac Burns Murphy,1861,1896,10997,Conrad Burns,1935,2016,29844,Tell me about the famous meeting between Isaac Burns Murphy and Conrad Burns.,"['Edward D. Jones', 'John J. Raskob', 'Bernard M. Baruch\n', 'J.P. Morgan', 'Charles Dow\n']","['Sumner Redstone', 'Barry Diller', 'John Malone', 'Ted Turner', 'Rupert Murdoch']"
Nicolas de la Salle,1655,1710,726,Jacob Rummel,1857,1928,616,Tell me about the famous meeting between Nicolas de la Salle and Jacob Rummel.,"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Jeff Bezos', 'Bill Gates']","['Mark Zuckerberg', 'Elon Musk\n', 'Richard Branson', 'Jeff Bezos', 'Bill Gates']"
Toni Morrison,1931,2019,1161900,Jacob Rummel,1857,1928,616,Tell me about the famous meeting between Toni Morrison and Jacob Rummel.,"['Zora Neale', 'Langston Hughes', 'James Baldwin', 'Alice Walker']","['Mark Zuckerberg', 'Elon Musk\n', 'Richard Branson', 'Jeff Bezos', 'Bill Gates']"
Norman Sheffield,1939,2014,27189,Leslie Keeley,1836,1900,2483,Tell me about the famous meeting between Norman Sheffield and Leslie Keeley.,"['Elton John\n', 'George Michael\n', 'Rod Stewart', 'Elvis Costello']","['Mehmet Oz', 'Phil McGraw', 'Sanjay Gupta', 'Drew Pinsky']"
Diego Maradona,1960,2020,9313201,Leslie Keeley,1836,1900,2483,Tell me about the famous meeting between Diego Maradona and Leslie Keeley.,"['Cristiano Ronaldo', 'Messi', 'Zinedine Zidane']","['Mehmet Oz', 'Phil McGraw', 'Sanjay Gupta', 'Drew Pinsky']"
Margaret Thatcher,1925,2013,10557530,Leslie Keeley,1836,1900,2483,Tell me about the famous meeting between Margaret Thatcher and Leslie Keeley.,"['Mikhail Gorbachev', 'Helmut Kohl', 'George H.W. Bush', 'Ronald Reagan', 'Elizabeth II']","['Mehmet Oz', 'Phil McGraw', 'Sanjay Gupta', 'Drew Pinsky']"
Alan Turing,1912,1954,3559477,Leslie Keeley,1836,1900,2483,Tell me about the famous meeting between Alan Turing and Leslie Keeley.,"['Marvin Minsky', 'Charles Babbage', 'John McCarthy', 'Stephen Wolfram']","['Mehmet Oz', 'Phil McGraw', 'Sanjay Gupta', 'Drew Pinsky']"
John Harris Jr. (artist),1791,1873,1684,Friedl Dicker-Brandeis,1898,1944,10590,Tell me about the famous meeting between John Harris Jr. (artist) and Friedl Dicker-Brandeis.,"['Salvador Dali', 'Vincent van Gogh', 'John Harris Jr.', 'Frida Kahlo\n', 'Claude Monet']","['Anna Freud', 'Jacques Lacan', 'Melanie Klein']"
